customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4382,1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,7114.25
4531,0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,99.1,3877.95
3049,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,161.15
1007,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.1,89.1
3263,0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,59.55,2016.3
3466,0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2697.4
5243,0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,853.1
5890,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1328.35
3245,1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1026.35
5969,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.4,93.4
2872,1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3682.45
5094,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2
6902,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.3,153.8
2578,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,288.05
2473,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,79.45
5832,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6
5456,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85
1079,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,1132.75
1209,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95
2790,0,0,1,0,58,1,0,0,2,2,0,0,2,0,0,1,1,65.25,3791.6
2313,1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65
6415,1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2753.8
860,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,1229.1
425,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,402.6
6128,0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,1023.9
2396,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,6287.25
5125,1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9,1048.85
5641,1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,89.85,244.45
5595,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95
4641,0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1
3855,0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,2257.75
3550,1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05
1054,1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,62.05,62.05
4977,1,0,0,0,68,1,2,1,2,2,2,0,0,2,2,1,0,102.1,7149.35
3655,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85
4482,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55
2944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25
3985,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8
2762,1,0,0,0,45,1,2,1,0,0,2,2,2,2,0,1,0,103.65,4747.85
5041,0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,847.3
2363,1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85,462.8
3900,1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,2157.3
1643,0,0,0,0,58,1,0,1,0,0,0,2,2,2,0,1,2,95.3,5817.7
1797,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2553.35
6378,1,0,0,0,39,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1880.85
4808,0,0,1,0,26,1,2,2,1,1,1,1,1,1,1,0,3,26.0,684.05
575,1,0,0,0,53,1,2,1,0,0,0,0,2,0,0,0,0,85.45,4517.25
998,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,80.0
4476,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95
1363,1,0,1,1,18,1,0,1,0,0,0,2,0,2,0,1,2,85.6,1601.5
1397,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,0,20.05,902.0
4330,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,267.6
2770,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,480.6
6106,1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95
1940,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9
348,1,0,1,1,28,1,0,1,0,2,2,0,2,2,1,0,0,100.35,2799.0
268,1,1,1,0,59,1,2,1,0,0,0,0,2,2,0,1,0,93.85,5574.75
2504,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4
5825,0,0,1,0,21,1,0,0,2,0,2,2,2,2,1,0,3,80.9,1714.95
2317,0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0
6434,0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,26.1,225.55
2391,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,371.6
498,1,0,1,0,9,1,0,1,0,2,2,0,0,0,0,1,2,79.9,741.7
5803,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4
5903,1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65
4505,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,107.25
139,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9
5915,1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4
3063,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2
6699,1,0,0,0,27,1,0,0,2,0,2,2,2,2,1,0,2,81.7,2212.55
5132,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1686.15
2062,0,0,0,0,2,0,1,0,0,2,0,0,2,2,0,0,2,51.4,96.8
1888,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,122.0
7008,1,1,0,0,67,1,2,1,0,0,0,0,0,0,0,1,3,75.7,5060.85
3173,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25
6965,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2440.25
1550,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.1,70.1
6621,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35
257,0,0,0,0,69,1,2,0,2,0,2,2,2,2,2,1,1,85.35,5897.4
4633,0,0,0,0,16,0,1,0,2,0,0,0,2,0,0,1,2,38.9,664.4
1629,1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.0,2248.05
6989,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5
3581,0,0,0,0,60,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4
1897,1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,930.4
4089,0,0,0,0,9,1,0,0,0,0,0,2,2,0,0,1,0,59.5,530.05
4686,0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,69.45,1614.05
5339,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,358.5
931,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4
512,0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25
6427,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,50.6
4440,1,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6302.85
5109,0,0,1,1,1,1,2,1,2,0,2,0,2,2,0,1,2,102.45,102.45
728,0,0,1,0,59,1,0,2,1,1,1,1,1,1,1,0,3,20.35,1267.0
938,1,0,1,0,50,1,2,1,0,2,0,0,2,2,1,1,2,98.25,4858.7
5392,0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,1,0,110.45,8058.85
2066,0,0,0,0,57,1,2,1,0,2,0,2,0,2,1,0,2,94.7,5468.95
1196,0,1,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.35,369.6
6285,0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,115.05,7133.45
3892,1,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.1,533.9
72,1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,1448.8
3095,0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,470.95
6745,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,222.3
2102,1,0,1,0,29,1,0,1,0,0,2,0,0,0,0,1,1,75.3,2263.4
3477,0,0,1,0,31,1,0,0,0,0,0,2,0,0,0,1,3,49.2,1498.55
4630,1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65
5253,0,0,1,0,18,1,0,1,2,0,0,0,0,0,0,0,2,74.8,1438.05
3179,0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1574.45
6348,0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,4577.9
5352,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7
27,1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,1090.6
2065,0,0,0,0,13,1,2,0,2,0,2,0,2,2,0,1,2,78.75,995.35
1246,0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6
3390,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,25.15,476.8
390,0,0,1,0,16,1,2,1,2,2,2,0,0,0,0,0,2,90.7,1374.9
5355,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55
6690,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45
4894,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,3122.4
6195,1,0,0,0,44,1,0,1,0,2,0,2,2,2,0,0,2,100.55,4398.15
3293,0,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,1,89.75,6367.2
3202,0,0,1,0,6,1,2,1,0,2,2,0,2,2,0,1,2,105.3,545.2
673,0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9
5746,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,211.95
272,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1709.1
5232,0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1
137,1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9
4108,0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,1,20.55,57.4
2226,1,0,0,0,66,1,0,1,2,0,2,2,2,2,2,1,0,105.65,6844.5
5964,0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5,4136.4
5706,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1
5896,0,0,0,0,30,1,0,1,0,0,0,2,2,2,1,1,0,94.4,2638.1
6692,1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,931.75
6668,0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,1,0,79.5,5661.7
6626,0,0,1,1,8,1,2,0,0,2,0,0,0,0,0,0,2,55.75,446.8
2326,1,0,1,1,28,1,2,1,2,2,0,0,2,2,1,0,2,106.1,2847.4
3567,0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95
4047,0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9,880.05
991,0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6
6824,1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2997.45
1799,1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,19.4,1284.2
1094,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1379.6
364,1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1
5058,0,0,1,0,71,0,1,0,0,0,2,2,0,2,2,1,2,47.05,3263.6
5303,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1252.85
6935,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,26.1,1851.45
1186,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,75.35,75.35
4204,1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25
538,0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85
4429,0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,996.85
2892,1,1,0,0,71,1,2,1,0,2,0,2,2,2,2,1,2,106.8,7623.2
5624,0,0,1,1,45,1,2,0,2,2,2,2,2,0,0,0,3,81.3,3541.1
4228,1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,6880.85
6689,1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,1191.2
2691,0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15
3641,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,335.75
2873,1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5
1080,1,0,1,1,57,1,0,1,0,2,2,0,2,2,1,1,1,97.55,5598.0
3722,1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,2,29.4,221.9
1815,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,1,0,19.45,600.25
3530,0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3623.95
3905,0,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,1,82.0,5999.85
2713,1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3735.45
458,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45
2509,0,0,1,0,57,1,2,0,0,2,2,2,2,0,1,0,0,74.6,4368.95
2735,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,59.2
3100,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75
4057,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.15,68.45
5591,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,6362.35
688,0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,6703.5
4916,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,80.2,384.25
3067,1,0,0,0,22,1,0,1,0,2,2,2,0,2,0,1,0,94.95,2142.8
3454,1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,25.45,809.25
1479,1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,0,79.95,1043.4
2950,0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35
4661,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4
5468,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,7040.85
2187,1,0,1,1,72,1,2,1,2,2,0,2,0,2,2,1,1,97.75,6991.6
6579,1,0,1,0,38,1,2,1,2,0,2,2,2,2,1,1,2,110.7,4428.6
6424,1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,664.4
571,1,0,0,0,47,1,0,0,2,2,2,2,2,2,1,1,0,86.95,4138.9
6209,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5
2300,0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,28.6,973.55
1236,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,74.2
5278,0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,717.5
568,1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95
1189,1,0,1,0,60,1,0,0,2,0,0,0,2,0,1,1,3,59.8,3561.15
3725,0,0,0,0,57,1,2,1,2,2,0,2,0,0,0,1,0,87.55,4884.85
2001,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,45.2,1841.9
2105,0,0,0,1,50,1,0,0,2,0,2,2,2,0,1,1,1,70.8,3478.15
4438,1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,3,50.8,202.3
3464,1,0,1,1,9,1,2,1,0,0,2,0,0,0,0,1,0,79.35,661.25
267,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3474.2
3899,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,41.85
1232,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,6078.75
5640,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,3003.55
2796,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,117.95
1791,1,1,1,0,71,1,2,1,2,2,2,0,2,2,0,1,2,107.5,7713.55
208,1,0,0,1,3,1,2,2,1,1,1,1,1,1,2,1,3,26.4,121.25
4953,0,0,1,0,55,1,0,2,1,1,1,1,1,1,1,0,2,19.7,1140.05
131,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,223.15
1642,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,53.5
6718,1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15
814,0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6
2341,0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,889.0
6582,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5
6892,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8594.4
5580,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,1493.2
3712,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,78.9
668,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,29.2,98.5
3083,1,0,1,1,69,1,2,1,0,0,0,2,2,2,2,1,2,99.35,6856.45
3087,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75
4828,1,0,1,1,70,1,2,1,0,2,0,0,2,2,2,0,0,98.3,6859.5
4813,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,21.0
1809,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,38.8
5627,1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,1020.2
4840,0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,1244.5
6304,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75
649,1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5
6161,1,0,0,0,37,0,1,0,0,0,0,0,2,0,2,0,1,35.8,1316.9
5192,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,20.7,587.1
2386,1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,5969.95
1998,0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2416.55
5296,1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4816.7
1149,0,0,1,0,71,1,2,1,2,2,0,0,2,0,1,0,3,95.65,6856.95
3123,0,1,0,0,8,1,0,1,0,0,2,0,0,0,0,1,0,74.05,600.15
5997,0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,914.4
1666,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1
3283,0,1,1,0,42,1,2,1,0,2,2,0,2,0,0,1,2,95.55,3930.6
6327,0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,5535.8
6565,0,0,1,0,60,1,2,1,0,2,2,2,2,2,2,1,1,110.8,6640.7
98,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,1847.55
6217,1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,23.15,245.2
6440,1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,2092.9
6489,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6
4673,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.45,44.45
2200,1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,90.05,4137.2
465,1,0,1,1,50,1,0,0,2,0,0,2,2,2,1,0,2,75.5,4025.6
4563,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,521.0
4707,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,1,85.45,6227.5
452,1,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,2,99.4,7285.7
2399,1,0,0,0,60,1,2,1,0,0,2,0,2,0,2,1,2,89.55,5231.2
3959,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,216.75
4056,1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,152.45
6241,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05
806,0,0,0,0,11,1,2,1,0,0,2,0,2,0,0,1,2,89.2,990.3
2477,0,0,1,1,49,1,2,1,0,2,0,0,2,2,0,1,2,98.35,4889.2
3372,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,2,113.65,7714.65
469,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.75,154.85
729,1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55
5986,1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,990.9
2885,0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4
1373,0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4946.05
3979,1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1802.55
289,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9
375,0,0,1,0,29,1,0,2,1,1,1,1,1,1,2,1,3,19.55,521.8
116,1,0,0,0,25,1,2,2,1,1,1,1,1,1,1,0,0,25.3,676.35
4320,0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95
2008,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65
5947,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0
1771,0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35
4755,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,1794.65
4235,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.3,738.2
4802,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65,7634.8
2484,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25
41,0,0,0,0,27,1,0,0,0,2,2,2,2,2,1,0,3,78.2,2078.95
3987,0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,1,1,25.4,949.8
6706,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1612.75
3599,1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,791.75
6402,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,926.0
2542,0,0,0,1,19,1,0,0,2,2,2,0,0,0,0,1,2,60.6,1297.8
5822,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,6688.95
4131,0,0,0,0,18,1,0,0,0,0,2,0,0,0,0,1,3,50.0,892.7
4011,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,865.75
2749,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,4310.35
4873,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,1530.6
2291,1,0,1,1,28,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1682.05
5415,0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2839.65
3279,1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,19.8,342.3
1537,0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6
3125,1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,56.15,291.45
3853,1,1,1,0,30,1,2,1,0,0,0,0,0,0,0,0,3,77.9,2351.45
4186,0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3472.05
2052,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,518.9
1907,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,78.05
6735,0,0,0,1,4,1,2,1,0,2,0,0,2,0,0,0,3,89.6,365.65
3066,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.55,51.15
1139,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65
5221,1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8
6563,0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8
4461,0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,3,79.1,1783.75
6509,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,100.15,4459.8
4306,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,488.25
305,1,0,0,0,24,1,2,1,0,2,0,0,2,2,0,1,0,99.65,2404.85
6985,1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,1,19.85,916.0
6244,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15
3448,0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,87.1,713.6
6089,1,0,0,0,44,0,1,0,0,2,2,0,2,2,1,1,3,53.95,2375.4
689,0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,90.55,5116.6
2795,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6
2208,1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55,4779.45
1454,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7
6612,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,48.85,631.4
3462,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,4287.2
2019,0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35
6606,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75
3471,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7
